Date,YouTube - YouTube A,YouTube - YouTube B,YouTube - YouTube C,YouTube - YouTube D,Anime - Anime A,Anime - Anime B
2025-11-09,"{'title': 'Most Agreesive Pitchers', 'duration': 25, 'rating': 70}","{'title': 'Atrioc Most Agressive Pitchers', 'duration': 22, 'rating': 81}","{'title': 'Why Ohtani is Worth $700 Million', 'duration': 14, 'rating': 95}","{'title': 'How Yamamoto Studied His Way to $325 Million', 'duration': 13, 'rating': 83}","{'title': 'One Punch Man S3', 'duration': 22, 'rating': 55}","{'title': 'Gachiakuta', 'duration': 22, 'rating': 67}"
